		Filename	Accession	Sample ID	Family ID	Population Abbreviation	Population Descriptor	Biosample Accession	Platform	Instrument Model	Basecaller	Basecaller Model	Basecaller Version	Bioproject Accession	CCS Algorithm	Filetype	Generator Contact	Generator Facility	Library Source	Library Strategy	MM Tag	N50	100kb+	Path	Study	Total Gbp	Total Reads	Whales
		12_08_21_R941_HG02523_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	SRR26313822	HG02523	Unspecified	KHV	Kinh in Ho Chi Minh City, Vietnam	SAMN26237506	OXFORD_NANOPORE	PromethION	guppy	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	6.4.6	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	75745	7.95	s3://human-pangenomics/working/HPRC/HG02523/raw_data/nanopore/guppy_6/12_08_21_R941_HG02523_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	SRP305758	75.24	N/A	1
		12_12_23_R1041_AMED-Collaboration-HPRC_NA18940_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam	Unspecified	NA18940	Unspecified	JPT	Japanese in Tokyo, Japan	SAMN44671128	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.5.3	Unspecified	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	79281	8.96	s3://human-pangenomics/working/HPP/AMED/NA18940/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_AMED-Collaboration-HPRC_NA18940_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam	Unspecified	78	N/A	0
		12_12_23_R1041_AMED-Collaboration-HPRC_NA18943_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam	Unspecified	NA18943	Unspecified	JPT	Japanese in Tokyo, Japan	SAMN44671129	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.5.3	Unspecified	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	83587	0.89	s3://human-pangenomics/working/HPP/AMED/NA18943/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_AMED-Collaboration-HPRC_NA18943_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam	Unspecified	7.12	N/A	0
		12_12_23_R1041_AMED-Collaboration-HPRC_NA18943_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam	Unspecified	NA18943	Unspecified	JPT	Japanese in Tokyo, Japan	SAMN44671129	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.5.3	Unspecified	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	78070	10.25	s3://human-pangenomics/working/HPP/AMED/NA18943/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_AMED-Collaboration-HPRC_NA18943_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam	Unspecified	87.26	N/A	0
		12_12_23_R1041_AMED-Collaboration-HPRC_NA18943_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam	Unspecified	NA18943	Unspecified	JPT	Japanese in Tokyo, Japan	SAMN44671129	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.5.3	Unspecified	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	89738	8.22	s3://human-pangenomics/working/HPP/AMED/NA18943/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_AMED-Collaboration-HPRC_NA18943_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam	Unspecified	60.44	N/A	0
		12_12_23_R1041_AMED-Collaboration-HPRC_NA18943_4_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam	Unspecified	NA18943	Unspecified	JPT	Japanese in Tokyo, Japan	SAMN44671129	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.5.3	Unspecified	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	84956	7.14	s3://human-pangenomics/working/HPP/AMED/NA18943/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_AMED-Collaboration-HPRC_NA18943_4_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam	Unspecified	55.62	N/A	0
		12_12_23_R1041_AMED-Collaboration-HPRC_NA18944_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam	Unspecified	NA18944	Unspecified	JPT	Japanese in Tokyo, Japan	SAMN44671130	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.5.3	Unspecified	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	78510	9.21	s3://human-pangenomics/working/HPP/AMED/NA18944/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_AMED-Collaboration-HPRC_NA18944_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam	Unspecified	81.37	N/A	0
		12_12_23_R1041_AMED-Collaboration-HPRC_NA18945_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam	Unspecified	NA18945	Unspecified	JPT	Japanese in Tokyo, Japan	SAMN44671131	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.5.3	Unspecified	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	83367	4.63	s3://human-pangenomics/working/HPP/AMED/NA18945/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_AMED-Collaboration-HPRC_NA18945_1_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam	Unspecified	36.27	N/A	0
		12_12_23_R1041_AMED-Collaboration-HPRC_NA18945_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam	Unspecified	NA18945	Unspecified	JPT	Japanese in Tokyo, Japan	SAMN44671131	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.5.3	Unspecified	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	80485	6.53	s3://human-pangenomics/working/HPP/AMED/NA18945/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_AMED-Collaboration-HPRC_NA18945_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam	Unspecified	53.43	N/A	0
		12_12_23_R1041_AMED-Collaboration-HPRC_NA18945_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam	Unspecified	NA18945	Unspecified	JPT	Japanese in Tokyo, Japan	SAMN44671131	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.5.3	Unspecified	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	92339	8.44	s3://human-pangenomics/working/HPP/AMED/NA18945/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_AMED-Collaboration-HPRC_NA18945_3_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam	Unspecified	60.19	N/A	2
		12_12_23_R1041_HPRC_HG00320_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497586	HG00320	Unspecified	FIN	Finnish in Finland	SAMN41021632	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.6.0	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	85278	10.46	s3://human-pangenomics/working/HPRC/HG00320/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_HG00320_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRP305758	82.89	N/A	0
		12_12_23_R1041_HPRC_HG00320_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497581	HG00320	Unspecified	FIN	Finnish in Finland	SAMN41021632	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.6.0	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	84788	11.04	s3://human-pangenomics/working/HPRC/HG00320/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_HG00320_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRP305758	88.1	N/A	0
		12_12_23_R1041_HPRC_HG00320_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497511	HG00320	Unspecified	FIN	Finnish in Finland	SAMN41021632	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.6.0	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	82160	10.13	s3://human-pangenomics/working/HPRC/HG00320/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_HG00320_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRP305758	84.54	N/A	0
		12_12_23_R1041_HPRC_HG02178_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497512	HG02178	Unspecified	CDX	Chinese Dai in Xishuangbanna	SAMN41021617	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.6.0	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	75083	7.22	s3://human-pangenomics/working/HPRC/HG02178/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_HG02178_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRP305758	66.84	N/A	0
		12_12_23_R1041_HPRC_HG02178_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497514	HG02178	Unspecified	CDX	Chinese Dai in Xishuangbanna	SAMN41021617	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.6.0	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	81625	7.13	s3://human-pangenomics/working/HPRC/HG02178/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_HG02178_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRP305758	59.94	N/A	1
		12_12_23_R1041_HPRC_HG02178_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497513	HG02178	Unspecified	CDX	Chinese Dai in Xishuangbanna	SAMN41021617	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.6.0	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	81197	8.17	s3://human-pangenomics/working/HPRC/HG02178/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_HG02178_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRP305758	69.37	N/A	1
		12_12_23_R1041_HPRC_NA18976_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497524	NA18976	Unspecified	JPT	Japanese in Tokyo, Japan	SAMN41021622	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.6.0	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	74401	8.45	s3://human-pangenomics/working/HPRC/NA18976/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA18976_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRP305758	78.98	N/A	2
		12_12_23_R1041_HPRC_NA18976_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497302	NA18976	Unspecified	JPT	Japanese in Tokyo, Japan	SAMN41021622	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.6.0	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	75104	6.12	s3://human-pangenomics/working/HPRC/NA18976/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA18976_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRP305758	56.01	N/A	3
		12_12_23_R1041_HPRC_NA18976_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497525	NA18976	Unspecified	JPT	Japanese in Tokyo, Japan	SAMN41021622	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.6.0	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	76620	8.67	s3://human-pangenomics/working/HPRC/NA18976/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA18976_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRP305758	78.97	N/A	0
		12_12_23_R1041_HPRC_NA19443_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497502	NA19443	Unspecified	LWK	Luhya in Webuye, Kenya	SAMN41021640	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.6.0	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	66772	3.35	s3://human-pangenomics/working/HPRC/NA19443/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA19443_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRP305758	37.48	N/A	0
		12_12_23_R1041_HPRC_NA19443_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497596	NA19443	Unspecified	LWK	Luhya in Webuye, Kenya	SAMN41021640	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.6.0	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	69832	3.25	s3://human-pangenomics/working/HPRC/NA19443/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA19443_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRP305758	34.07	N/A	0
		12_12_23_R1041_HPRC_NA19443_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497291	NA19443	Unspecified	LWK	Luhya in Webuye, Kenya	SAMN41021640	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.6.0	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	76405	3.09	s3://human-pangenomics/working/HPRC/NA19443/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA19443_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRP305758	28.8	N/A	0
		12_12_23_R1041_HPRC_NA20282_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497565	NA20282	Unspecified	ASW	African Ancestry in Southwest USA	SAMN41021608	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.6.0	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	80900	10.32	s3://human-pangenomics/working/HPRC/NA20282/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA20282_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRP305758	87.84	N/A	0
		12_12_23_R1041_HPRC_NA20282_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497380	NA20282	Unspecified	ASW	African Ancestry in Southwest USA	SAMN41021608	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.6.0	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	78192	7.28	s3://human-pangenomics/working/HPRC/NA20282/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA20282_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRP305758	64.6	N/A	2
		12_12_23_R1041_HPRC_NA20282_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497270	NA20282	Unspecified	ASW	African Ancestry in Southwest USA	SAMN41021608	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.6.0	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	76008	8.09	s3://human-pangenomics/working/HPRC/NA20282/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA20282_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRP305758	73.3	N/A	1
		12_12_23_R1041_HPRC_NA20503_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497278	NA20503	Unspecified	TSI	Toscani in Italia	SAMN41021630	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.6.0	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	78204	8.04	s3://human-pangenomics/working/HPRC/NA20503/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA20503_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRP305758	71.93	N/A	0
		12_12_23_R1041_HPRC_NA20503_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497276	NA20503	Unspecified	TSI	Toscani in Italia	SAMN41021630	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.6.0	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	82806	8.72	s3://human-pangenomics/working/HPRC/NA20503/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA20503_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRP305758	72.59	N/A	0
		12_12_23_R1041_HPRC_NA20503_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497277	NA20503	Unspecified	TSI	Toscani in Italia	SAMN41021630	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.6.0	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	75551	6.91	s3://human-pangenomics/working/HPRC/NA20503/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA20503_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRP305758	64.07	N/A	0
		12_12_23_R1041_HPRC_NA20806_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497606	NA20806	Unspecified	TSI	Toscani in Italia	SAMN41021648	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.6.0	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	80278	11.5	s3://human-pangenomics/working/HPRC/NA20806/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA20806_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRP305758	98.12	N/A	0
		12_12_23_R1041_HPRC_NA20806_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497604	NA20806	Unspecified	TSI	Toscani in Italia	SAMN41021648	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.6.0	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	80773	5.95	s3://human-pangenomics/working/HPRC/NA20806/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA20806_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRP305758	50.56	N/A	0
		12_12_23_R1041_HPRC_NA20806_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497603	NA20806	Unspecified	TSI	Toscani in Italia	SAMN41021648	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.6.0	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	79726	10.56	s3://human-pangenomics/working/HPRC/NA20806/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA20806_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRP305758	91.45	N/A	0
		12_12_23_R1041_HPRC_NA20806_4_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497605	NA20806	Unspecified	TSI	Toscani in Italia	SAMN41021648	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.6.0	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	79752	8.74	s3://human-pangenomics/working/HPRC/NA20806/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA20806_4_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRP305758	75.17	N/A	1
		12_12_23_R1041_HPRC_NA21093_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497616	NA21093	Unspecified	GIH	Gujarati Indians in Houston, Texas, USA	SAMN41021627	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.6.0	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	70351	7.72	s3://human-pangenomics/working/HPRC/NA21093/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA21093_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRP305758	79.88	N/A	0
		12_12_23_R1041_HPRC_NA21093_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497617	NA21093	Unspecified	GIH	Gujarati Indians in Houston, Texas, USA	SAMN41021627	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.6.0	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	75581	10.07	s3://human-pangenomics/working/HPRC/NA21093/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA21093_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRP305758	95.6	N/A	0
		12_12_23_R1041_HPRC_NA21093_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497618	NA21093	Unspecified	GIH	Gujarati Indians in Houston, Texas, USA	SAMN41021627	OXFORD_NANOPORE	PromethION	dorado	dna_r10.4.1_e8.2_400bps_sup@v4.3.0	0.6.0	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	68184	5.21	s3://human-pangenomics/working/HPRC/NA21093/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA21093_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRP305758	56.21	N/A	0
		12_7_22_R941_HG01123_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	SRR31367132	HG01123	Unspecified	CLM	Colombian in Medellin, Colombia	SAMN17861232	OXFORD_NANOPORE	PromethION	guppy	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	6.5.7	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	86877	8.72	s3://human-pangenomics/working/HPRC/HG01123/raw_data/nanopore/guppy_6/12_7_22_R941_HG01123_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	SRP305758	66.47	N/A	0
		12_7_22_R941_HG01123_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	SRR31367039	HG01123	Unspecified	CLM	Colombian in Medellin, Colombia	SAMN17861232	OXFORD_NANOPORE	PromethION	guppy	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	6.5.7	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	71606	6.17	s3://human-pangenomics/working/HPRC/HG01123/raw_data/nanopore/guppy_6/12_7_22_R941_HG01123_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	SRP305758	58.44	N/A	0
		12_7_22_R941_HG01258_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	SRR31367028	HG01258	Unspecified	CLM	Colombian in Medellin, Colombia	SAMN17861233	OXFORD_NANOPORE	PromethION	guppy	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	6.5.7	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	100138	8.82	s3://human-pangenomics/working/HPRC/HG01258/raw_data/nanopore/guppy_6/12_7_22_R941_HG01258_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	SRP305758	58.15	N/A	2
		12_7_22_R941_HG01258_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	SRR31366938	HG01258	Unspecified	CLM	Colombian in Medellin, Colombia	SAMN17861233	OXFORD_NANOPORE	PromethION	guppy	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	6.5.7	PRJNA701308	N/A	bam	iviolich@ucsc.edu	University of California Santa Cruz	GENOMIC	WGS	N/A	93052	7.59	s3://human-pangenomics/working/HPRC/HG01258/raw_data/nanopore/guppy_6/12_7_22_R941_HG01258_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	SRP305758	53.83	N/A	1
